Areaname,STCOU,LND010190F,LND010190D,LND010190N1,LND010190N2,LND010200F,LND010200D,LND010200N1,LND010200N2,LND110180F,LND110180D,LND110180N1,LND110180N2,LND110190F,LND110190D,LND110190N1,LND110190N2,LND110200F,LND110200D,LND110200N1,LND110200N2,LND110210F,LND110210D,LND110210N1,LND110210N2,LND210190F,LND210190D,LND210190N1,LND210190N2,LND210200F,LND210200D,LND210200N1,LND210200N2
"Hardin, IA",19083,0,569.99,0,0,0,569.93,0,0,0,569.11,0,0,0,569.31,0,0,0,569.26,0,0,0,569.31,0,0,0,0.68,0,0,0,0.68,0,0
"Harrison, IA",19085,0,700.99,0,0,0,700.93,0,0,0,697.48,0,0,0,696.86,0,0,0,696.72,0,0,0,696.85,0,0,0,4.13,0,0,0,4.2,0,0
"Henry, IA",19087,0,436.71,0,0,0,436.68,0,0,0,435.92,0,0,0,434.47,0,0,0,434.44,0,0,0,434.33,0,0,0,2.24,0,0,0,2.24,0,0
"Howard, IA",19089,0,473.8,0,0,0,473.76,0,0,0,472.79,0,0,0,473.44,0,0,0,473.4,0,0,0,473.25,0,0,0,0.36,0,0,0,0.36,0,0
"Humboldt, IA",19091,0,435.75,0,0,0,435.73,0,0,0,436.49,0,0,0,434.43,0,0,0,434.41,0,0,0,434.35,0,0,0,1.32,0,0,0,1.31,0,0
"Ida, IA",19093,0,432.26,0,0,0,432.23,0,0,0,431.9,0,0,0,431.74,0,0,0,431.71,0,0,0,431.51,0,0,0,0.52,0,0,0,0.52,0,0
"Iowa, IA",19095,0,587.39,0,0,0,587.35,0,0,0,587.24,0,0,0,586.5,0,0,0,586.45,0,0,0,586.46,0,0,0,0.89,0,0,0,0.9,0,0
"Jackson, IA",19097,0,649.81,0,0,0,649.75,0,0,0,638.02,0,0,0,636.15,0,0,0,636.09,0,0,0,636.04,0,0,0,13.66,0,0,0,13.66,0,0
"Jasper, IA",19099,0,732.97,0,0,0,732.93,0,0,0,731.27,0,0,0,730.03,0,0,0,729.99,0,0,0,730.42,0,0,0,2.94,0,0,0,2.94,0,0
"Jefferson, IA",19101,0,436.76,0,0,0,436.72,0,0,0,439.67,0,0,0,435.38,0,0,0,435.34,0,0,0,435.51,0,0,0,1.38,0,0,0,1.38,0,0
"Johnson, IA",19103,0,623.41,0,0,0,623.35,0,0,0,614.14,0,0,0,614.54,0,0,0,614.48,0,0,0,614.04,0,0,0,8.87,0,0,0,8.87,0,0
"Jones, IA",19105,0,576.74,0,0,0,576.7,0,0,0,576.27,0,0,0,575.36,0,0,0,575.31,0,0,0,575.62,0,0,0,1.38,0,0,0,1.39,0,0
"Keokuk, IA",19107,0,579.99,0,0,0,579.94,0,0,0,580.18,0,0,0,579.24,0,0,0,579.19,0,0,0,579.18,0,0,0,0.75,0,0,0,0.75,0,0
"Kossuth, IA",19109,0,974.46,0,0,0,974.39,0,0,0,973.94,0,0,0,973.08,0,0,0,973.01,0,0,0,972.72,0,0,0,1.38,0,0,0,1.38,0,0
"Lee, IA",19111,0,538.8,0,0,0,538.77,0,0,0,521.92,0,0,0,517.42,0,0,0,517.39,0,0,0,517.52,0,0,0,21.38,0,0,0,21.37,0,0
"Linn, IA",19113,0,724.62,0,0,0,724.55,0,0,0,723.97,0,0,0,717.52,0,0,0,717.44,0,0,0,716.88,0,0,0,7.1,0,0,0,7.1,0,0
"Louisa, IA",19115,0,417.67,0,0,0,417.64,0,0,0,402.04,0,0,0,401.94,0,0,0,401.92,0,0,0,401.77,0,0,0,15.73,0,0,0,15.73,0,0
"Lucas, IA",19117,0,434.21,0,0,0,434.17,0,0,0,432.49,0,0,0,430.59,0,0,0,430.55,0,0,0,430.59,0,0,0,3.62,0,0,0,3.63,0,0
"Lyon, IA",19119,0,587.68,0,0,0,587.63,0,0,0,587.75,0,0,0,587.55,0,0,0,587.5,0,0,0,587.65,0,0,0,0.13,0,0,0,0.13,0,0
"Madison, IA",19121,0,562.33,0,0,0,562.3,0,0,0,562.74,0,0,0,561.17,0,0,0,561.14,0,0,0,561.01,0,0,0,1.16,0,0,0,1.16,0,0
"Mahaska, IA",19123,0,573.45,0,0,0,573.4,0,0,0,571.43,0,0,0,570.95,0,0,0,570.87,0,0,0,570.86,0,0,0,2.5,0,0,0,2.53,0,0
"Marion, IA",19125,0,570.58,0,0,0,570.53,0,0,0,560.09,0,0,0,554.26,0,0,0,554.21,0,0,0,554.53,0,0,0,16.32,0,0,0,16.32,0,0
"Marshall, IA",19127,0,573.07,0,0,0,573.02,0,0,0,572.99,0,0,0,572.37,0,0,0,572.32,0,0,0,572.5,0,0,0,0.7,0,0,0,0.7,0,0
"Mills, IA",19129,0,439.7,0,0,0,439.67,0,0,0,439.22,0,0,0,436.57,0,0,0,436.53,0,0,0,437.44,0,0,0,3.13,0,0,0,3.13,0,0
"Mitchell, IA",19131,0,469.42,0,0,0,469.4,0,0,0,469.5,0,0,0,468.95,0,0,0,468.92,0,0,0,469.13,0,0,0,0.47,0,0,0,0.47,0,0
"Monona, IA",19133,0,698.89,0,0,0,698.85,0,0,0,697.07,0,0,0,693.16,0,0,0,693.12,0,0,0,694.07,0,0,0,5.73,0,0,0,5.73,0,0
"Monroe, IA",19135,0,434.14,0,0,0,434.11,0,0,0,433.94,0,0,0,433.44,0,0,0,433.41,0,0,0,433.72,0,0,0,0.7,0,0,0,0.7,0,0
"Montgomery, IA",19137,0,424.84,0,0,0,424.81,0,0,0,423.79,0,0,0,423.91,0,0,0,423.88,0,0,0,424.1,0,0,0,0.93,0,0,0,0.93,0,0
"Muscatine, IA",19139,0,449.09,0,0,0,449.07,0,0,0,441.63,0,0,0,438.69,0,0,0,438.67,0,0,0,437.47,0,0,0,10.4,0,0,0,10.4,0,0
"O'Brien, IA",19141,0,573.3,0,0,0,573.25,0,0,0,573.53,0,0,0,573.13,0,0,0,573.08,0,0,0,573.04,0,0,0,0.17,0,0,0,0.17,0,0
"Osceola, IA",19143,0,399.52,0,0,0,399.48,0,0,0,398.51,0,0,0,398.8,0,0,0,398.77,0,0,0,398.68,0,0,0,0.72,0,0,0,0.71,0,0
"Page, IA",19145,0,535.38,0,0,0,535.35,0,0,0,535.27,0,0,0,534.86,0,0,0,534.82,0,0,0,534.94,0,0,0,0.52,0,0,0,0.52,0,0
"Palo Alto, IA",19147,0,569.45,0,0,0,569.4,0,0,0,561.72,0,0,0,563.88,0,0,0,563.83,0,0,0,563.84,0,0,0,5.57,0,0,0,5.57,0,0
"Plymouth, IA",19149,0,864.02,0,0,0,863.96,0,0,0,864.05,0,0,0,863.64,0,0,0,863.56,0,0,0,862.89,0,0,0,0.38,0,0,0,0.39,0,0
"Pocahontas, IA",19151,0,579.17,0,0,0,579.13,0,0,0,576.92,0,0,0,577.74,0,0,0,577.7,0,0,0,577.24,0,0,0,1.43,0,0,0,1.42,0,0
"Polk, IA",19153,0,591.94,0,0,0,591.9,0,0,0,581.92,0,0,0,569.48,0,0,0,569.35,0,0,0,573.8,0,0,0,22.46,0,0,0,22.55,0,0
"Pottawattamie, IA",19155,0,960.01,0,0,0,959.94,0,0,0,953.34,0,0,0,954.33,0,0,0,954.26,0,0,0,950.28,0,0,0,5.68,0,0,0,5.68,0,0
"Poweshiek, IA",19157,0,586.22,0,0,0,586.17,0,0,0,585.18,0,0,0,585.07,0,0,0,585.03,0,0,0,584.93,0,0,0,1.15,0,0,0,1.14,0,0
"Ringgold, IA",19159,0,538.96,0,0,0,538.92,0,0,0,535.48,0,0,0,537.71,0,0,0,537.67,0,0,0,535.5,0,0,0,1.25,0,0,0,1.26,0,0
"Sac, IA",19161,0,578.42,0,0,0,578.38,0,0,0,576.42,0,0,0,575.83,0,0,0,575.82,0,0,0,575.01,0,0,0,2.59,0,0,0,2.56,0,0
"Scott, IA",19163,0,468.2,0,0,0,468.17,0,0,0,459.11,0,0,0,457.91,0,0,0,457.93,0,0,0,458.09,0,0,0,10.29,0,0,0,10.24,0,0
"Shelby, IA",19165,0,591.4,0,0,0,591.37,0,0,0,590.89,0,0,0,590.91,0,0,0,590.83,0,0,0,590.78,0,0,0,0.49,0,0,0,0.54,0,0
"Sioux, IA",19167,0,768.65,0,0,0,768.58,0,0,0,768.7,0,0,0,767.95,0,0,0,767.88,0,0,0,768.33,0,0,0,0.7,0,0,0,0.7,0,0
"Story, IA",19169,0,573.73,0,0,0,573.7,0,0,0,573.54,0,0,0,572.89,0,0,0,572.86,0,0,0,572.82,0,0,0,0.84,0,0,0,0.84,0,0
"Tama, IA",19171,0,722.42,0,0,0,722.37,0,0,0,721.43,0,0,0,721.35,0,0,0,721.3,0,0,0,721.01,0,0,0,1.07,0,0,0,1.07,0,0
"Taylor, IA",19173,0,534.85,0,0,0,534.83,0,0,0,537.09,0,0,0,533.98,0,0,0,533.95,0,0,0,531.9,0,0,0,0.87,0,0,0,0.87,0,0
"Union, IA",19175,0,425.98,0,0,0,425.95,0,0,0,425.8,0,0,0,424.41,0,0,0,424.39,0,0,0,423.65,0,0,0,1.57,0,0,0,1.57,0,0
"Van Buren, IA",19177,0,490.59,0,0,0,490.55,0,0,0,483.64,0,0,0,485.25,0,0,0,484.82,0,0,0,484.79,0,0,0,5.34,0,0,0,5.73,0,0
"Wapello, IA",19179,0,436.02,0,0,0,435.98,0,0,0,434.18,0,0,0,431.85,0,0,0,431.81,0,0,0,431.83,0,0,0,4.17,0,0,0,4.17,0,0
"Warren, IA",19181,0,573.24,0,0,0,573.21,0,0,0,572.59,0,0,0,571.68,0,0,0,571.64,0,0,0,569.83,0,0,0,1.56,0,0,0,1.56,0,0
"Washington, IA",19183,0,570.81,0,0,0,570.77,0,0,0,570.07,0,0,0,568.83,0,0,0,568.71,0,0,0,568.84,0,0,0,1.98,0,0,0,2.06,0,0
"Wayne, IA",19185,0,527.12,0,0,0,527.08,0,0,0,526.44,0,0,0,525.64,0,0,0,525.6,0,0,0,525.44,0,0,0,1.48,0,0,0,1.48,0,0
"Webster, IA",19187,0,718.1,0,0,0,718.05,0,0,0,718.09,0,0,0,715.28,0,0,0,715.23,0,0,0,715.62,0,0,0,2.82,0,0,0,2.82,0,0
"Winnebago, IA",19189,0,401.59,0,0,0,401.57,0,0,0,400.79,0,0,0,400.48,0,0,0,400.47,0,0,0,400.49,0,0,0,1.11,0,0,0,1.1,0,0
"Winneshiek, IA",19191,0,689.93,0,0,0,689.88,0,0,0,689.9,0,0,0,689.66,0,0,0,689.61,0,0,0,689.87,0,0,0,0.27,0,0,0,0.27,0,0
"Woodbury, IA",19193,0,877.43,0,0,0,877.39,0,0,0,873.47,0,0,0,872.65,0,0,0,872.59,0,0,0,872.83,0,0,0,4.78,0,0,0,4.79,0,0
"Worth, IA",19195,0,401.73,0,0,0,401.71,0,0,0,400.89,0,0,0,400.01,0,0,0,400,0,0,0,400.12,0,0,0,1.72,0,0,0,1.71,0,0
"Wright, IA",19197,0,582.58,0,0,0,582.54,0,0,0,578.55,0,0,0,580.76,0,0,0,580.72,0,0,0,580.42,0,0,0,1.82,0,0,0,1.82,0,0
KANSAS,20000,0,82282,0,0,0,82276.84,0,0,0,81778.1,0,0,0,81823.02,0,0,0,81814.88,0,0,0,81758.72,0,0,0,458.98,0,0,0,461.96,0,0
"Allen, KS",20001,0,505.24,0,0,0,505.18,0,0,0,505.19,0,0,0,503.07,0,0,0,503.01,0,0,0,500.3,0,0,0,2.17,0,0,0,2.18,0,0
"Anderson, KS",20003,0,584.35,0,0,0,584.29,0,0,0,583.52,0,0,0,582.98,0,0,0,582.92,0,0,0,579.65,0,0,0,1.37,0,0,0,1.38,0,0
"Atchison, KS",20005,0,435.06,0,0,0,435.04,0,0,0,430.8,0,0,0,432.36,0,0,0,432.34,0,0,0,431.17,0,0,0,2.7,0,0,0,2.7,0,0
"Barber, KS",20007,0,1136.27,0,0,0,1136.21,0,0,0,1136.37,0,0,0,1134.17,0,0,0,1134.11,0,0,0,1134.07,0,0,0,2.1,0,0,0,2.1,0,0
"Barton, KS",20009,0,900.5,0,0,0,900.46,0,0,0,895.44,0,0,0,894.04,0,0,0,894,0,0,0,895.4,0,0,0,6.46,0,0,0,6.46,0,0
"Bourbon, KS",20011,0,638.88,0,0,0,638.82,0,0,0,638.19,0,0,0,637.14,0,0,0,637.09,0,0,0,635.47,0,0,0,1.74,0,0,0,1.73,0,0
"Brown, KS",20013,0,572.23,0,0,0,572.2,0,0,0,571.54,0,0,0,570.71,0,0,0,570.67,0,0,0,570.87,0,0,0,1.52,0,0,0,1.52,0,0
"Butler, KS",20015,0,1446.49,0,0,0,1446.42,0,0,0,1443.24,0,0,0,1428.16,0,0,0,1427.85,0,0,0,1429.86,0,0,0,18.33,0,0,0,18.57,0,0
"Chase, KS",20017,0,778.06,0,0,0,778.01,0,0,0,776.96,0,0,0,775.94,0,0,0,775.89,0,0,0,773.06,0,0,0,2.12,0,0,0,2.12,0,0
"Chautauqua, KS",20019,0,644.87,0,0,0,644.83,0,0,0,643.78,0,0,0,641.73,0,0,0,641.69,0,0,0,638.88,0,0,0,3.14,0,0,0,3.14,0,0
"Cherokee, KS",20021,0,591.02,0,0,0,590.96,0,0,0,590.38,0,0,0,587.17,0,0,0,587.12,0,0,0,587.57,0,0,0,3.85,0,0,0,3.85,0,0
"Cheyenne, KS",20023,0,1020.89,0,0,0,1020.84,0,0,0,1020.87,0,0,0,1019.94,0,0,0,1019.88,0,0,0,1019.89,0,0,0,0.95,0,0,0,0.95,0,0
"Clark, KS",20025,0,977.27,0,0,0,977.2,0,0,0,975.05,0,0,0,974.75,0,0,0,974.68,0,0,0,974.63,0,0,0,2.52,0,0,0,2.52,0,0
"Clay, KS",20027,0,655.46,0,0,0,655.44,0,0,0,631.54,0,0,0,643.87,0,0,0,643.84,0,0,0,645.3,0,0,0,11.59,0,0,0,11.6,0,0
"Cloud, KS",20029,0,718.51,0,0,0,718.47,0,0,0,717.68,0,0,0,715.67,0,0,0,715.63,0,0,0,715.34,0,0,0,2.84,0,0,0,2.84,0,0
"Coffey, KS",20031,0,654.63,0,0,0,654.57,0,0,0,614.97,0,0,0,630.27,0,0,0,629.75,0,0,0,626.95,0,0,0,24.36,0,0,0,24.82,0,0
"Comanche, KS",20033,0,789.75,0,0,0,789.7,0,0,0,788.8,0,0,0,788.36,0,0,0,788.31,0,0,0,788.3,0,0,0,1.39,0,0,0,1.39,0,0
"Cowley, KS",20035,0,1132.67,0,0,0,1132.6,0,0,0,1127.74,0,0,0,1126.34,0,0,0,1126.24,0,0,0,1125.75,0,0,0,6.33,0,0,0,6.37,0,0
"Crawford, KS",20037,0,595.11,0,0,0,595.05,0,0,0,594.84,0,0,0,592.98,0,0,0,592.91,0,0,0,589.76,0,0,0,2.13,0,0,0,2.14,0,0
"Decatur, KS",20039,0,894.23,0,0,0,894.18,0,0,0,893.74,0,0,0,893.6,0,0,0,893.55,0,0,0,893.52,0,0,0,0.63,0,0,0,0.63,0,0
"Dickinson, KS",20041,0,852.66,0,0,0,852.12,0,0,0,852.12,0,0,0,848.44,0,0,0,847.92,0,0,0,847.07,0,0,0,4.22,0,0,0,4.2,0,0
"Doniphan, KS",20043,0,397.1,0,0,0,397.07,0,0,0,387.63,0,0,0,392.21,0,0,0,392.18,0,0,0,393.41,0,0,0,4.89,0,0,0,4.89,0,0
"Douglas, KS",20045,0,474.5,0,0,0,474.47,0,0,0,460.76,0,0,0,456.96,0,0,0,456.87,0,0,0,455.87,0,0,0,17.54,0,0,0,17.6,0,0
"Edwards, KS",20047,0,622.13,0,0,0,622.1,0,0,0,619.58,0,0,0,622.05,0,0,0,622.02,0,0,0,621.89,0,0,0,0.08,0,0,0,0.08,0,0
"Elk, KS",20049,0,650.41,0,0,0,650.36,0,0,0,650.03,0,0,0,647.86,0,0,0,647.29,0,0,0,644.27,0,0,0,2.55,0,0,0,3.07,0,0
"Ellis, KS",20051,0,900.52,0,0,0,900.47,0,0,0,900.45,0,0,0,900.02,0,0,0,899.97,0,0,0,899.91,0,0,0,0.5,0,0,0,0.5,0,0
"Ellsworth, KS",20053,0,723.47,0,0,0,723.44,0,0,0,716.98,0,0,0,715.93,0,0,0,715.91,0,0,0,715.85,0,0,0,7.54,0,0,0,7.54,0,0
"Finney, KS",20055,0,1302.69,0,0,0,1302.62,0,0,0,1302.12,0,0,0,1300.16,0,0,0,1301.77,0,0,0,1301.97,0,0,0,2.53,0,0,0,0.84,0,0
"Ford, KS",20057,0,1099.35,0,0,0,1099.29,0,0,0,1098.73,0,0,0,1098.56,0,0,0,1098.5,0,0,0,1098.27,0,0,0,0.79,0,0,0,0.79,0,0
"Franklin, KS",20059,0,576.7,0,0,0,576.65,0,0,0,577.23,0,0,0,573.9,0,0,0,573.85,0,0,0,571.76,0,0,0,2.8,0,0,0,2.8,0,0
"Geary, KS",20061,0,403.95,0,0,0,404.39,0,0,0,376.88,0,0,0,384.27,0,0,0,384.69,0,0,0,384.62,0,0,0,19.68,0,0,0,19.7,0,0
"Gove, KS",20063,0,1071.55,0,0,0,1071.47,0,0,0,1071.81,0,0,0,1071.46,0,0,0,1071.38,0,0,0,1071.67,0,0,0,0.09,0,0,0,0.09,0,0
"Graham, KS",20065,0,898.72,0,0,0,898.67,0,0,0,898.46,0,0,0,898.34,0,0,0,898.29,0,0,0,898.52,0,0,0,0.38,0,0,0,0.38,0,0
"Grant, KS",20067,0,575.1,0,0,0,575.04,0,0,0,575.17,0,0,0,574.92,0,0,0,574.86,0,0,0,574.8,0,0,0,0.18,0,0,0,0.18,0,0
"Gray, KS",20069,0,869.39,0,0,0,869.34,0,0,0,867.62,0,0,0,868.95,0,0,0,868.9,0,0,0,868.87,0,0,0,0.44,0,0,0,0.44,0,0
"Greeley, KS",20071,0,778.05,0,0,0,778.01,0,0,0,778.37,0,0,0,778.05,0,0,0,778.01,0,0,0,778.45,0,0,0,0,0,0,0,0,0,0
"Greenwood, KS",20073,0,1152.66,0,0,0,1152.59,0,0,0,1134.71,0,0,0,1139.82,0,0,0,1139.67,0,0,0,1143.3,0,0,0,12.84,0,0,0,12.92,0,0
"Hamilton, KS",20075,0,997.66,0,0,0,997.62,0,0,0,997.54,0,0,0,996.53,0,0,0,996.49,0,0,0,996.51,0,0,0,1.13,0,0,0,1.13,0,0
"Harper, KS",20077,0,803,0,0,0,802.95,0,0,0,802.06,0,0,0,801.49,0,0,0,801.44,0,0,0,801.27,0,0,0,1.51,0,0,0,1.51,0,0
"Harvey, KS",20079,0,540.54,0,0,0,540.5,0,0,0,540.41,0,0,0,539.43,0,0,0,539.33,0,0,0,539.75,0,0,0,1.11,0,0,0,1.17,0,0
"Haskell, KS",20081,0,577.75,0,0,0,577.73,0,0,0,577.65,0,0,0,577.39,0,0,0,577.37,0,0,0,577.52,0,0,0,0.36,0,0,0,0.36,0,0
"Hodgeman, KS",20083,0,860.29,0,0,0,860.24,0,0,0,860.4,0,0,0,859.97,0,0,0,859.92,0,0,0,859.99,0,0,0,0.32,0,0,0,0.32,0,0
"Jackson, KS",20085,0,657.9,0,0,0,657.86,0,0,0,657.54,0,0,0,656.86,0,0,0,655.59,0,0,0,656.22,0,0,0,1.04,0,0,0,2.27,0,0
"Jefferson, KS",20087,0,556.98,0,0,0,556.94,0,0,0,535.36,0,0,0,536.15,0,0,0,536.11,0,0,0,532.57,0,0,0,20.83,0,0,0,20.83,0,0
"Jewell, KS",20089,0,914.51,0,0,0,914.47,0,0,0,909.66,0,0,0,909.22,0,0,0,909.18,0,0,0,909.78,0,0,0,5.29,0,0,0,5.29,0,0
"Johnson, KS",20091,0,480.18,0,0,0,480.15,0,0,0,477.89,0,0,0,476.78,0,0,0,476.78,0,0,0,473.38,0,0,0,3.4,0,0,0,3.37,0,0
"Kearny, KS",20093,0,871.57,0,0,0,871.5,0,0,0,867.68,0,0,0,870.05,0,0,0,871.06,0,0,0,870.54,0,0,0,1.52,0,0,0,0.44,0,0
"Kingman, KS",20095,0,866.75,0,0,0,866.7,0,0,0,865.43,0,0,0,863.72,0,0,0,863.35,0,0,0,863.36,0,0,0,3.03,0,0,0,3.35,0,0
"Kiowa, KS",20097,0,722.67,0,0,0,722.62,0,0,0,722.77,0,0,0,722.44,0,0,0,722.39,0,0,0,722.64,0,0,0,0.23,0,0,0,0.23,0,0
"Labette, KS",20099,0,653.36,0,0,0,653.3,0,0,0,652.8,0,0,0,648.91,0,0,0,648.82,0,0,0,645.3,0,0,0,4.45,0,0,0,4.48,0,0
"Lane, KS",20101,0,717.48,0,0,0,717.43,0,0,0,717.41,0,0,0,717.27,0,0,0,717.22,0,0,0,717.46,0,0,0,0.21,0,0,0,0.21,0,0
"Leavenworth, KS",20103,0,468.36,0,0,0,468.33,0,0,0,462.62,0,0,0,463.3,0,0,0,463.27,0,0,0,462.83,0,0,0,5.06,0,0,0,5.06,0,0
"Lincoln, KS",20105,0,719.97,0,0,0,719.94,0,0,0,719.67,0,0,0,718.9,0,0,0,718.87,0,0,0,719.4,0,0,0,1.07,0,0,0,1.07,0,0
"Linn, KS",20107,0,606.35,0,0,0,606.29,0,0,0,600.79,0,0,0,598.77,0,0,0,598.67,0,0,0,594.06,0,0,0,7.58,0,0,0,7.62,0,0
"Logan, KS",20109,0,1073.17,0,0,0,1073.09,0,0,0,1073.22,0,0,0,1073.06,0,0,0,1072.99,0,0,0,1072.99,0,0,0,0.11,0,0,0,0.11,0,0
"Lyon, KS",20111,0,855.21,0,0,0,855.14,0,0,0,844.41,0,0,0,850.99,0,0,0,850.87,0,0,0,847.47,0,0,0,4.22,0,0,0,4.27,0,0
"McPherson, KS",20113,0,901.29,0,0,0,901.24,0,0,0,900.26,0,0,0,899.81,0,0,0,899.71,0,0,0,898.27,0,0,0,1.48,0,0,0,1.52,0,0
"Marion, KS",20115,0,953.59,0,0,0,953.54,0,0,0,944.13,0,0,0,943.16,0,0,0,943.11,0,0,0,944.29,0,0,0,10.43,0,0,0,10.43,0,0
"Marshall, KS",20117,0,904.41,0,0,0,904.36,0,0,0,877.59,0,0,0,902.63,0,0,0,902.53,0,0,0,900.18,0,0,0,1.78,0,0,0,1.83,0,0
"Meade, KS",20119,0,979.72,0,0,0,979.66,0,0,0,978.61,0,0,0,978.48,0,0,0,978.42,0,0,0,978.09,0,0,0,1.24,0,0,0,1.24,0,0
"Miami, KS",20121,0,590.2,0,0,0,590.15,0,0,0,589.8,0,0,0,576.76,0,0,0,576.72,0,0,0,575.66,0,0,0,13.44,0,0,0,13.43,0,0
"Mitchell, KS",20123,0,718.65,0,0,0,718.62,0,0,0,717.37,0,0,0,699.92,0,0,0,699.82,0,0,0,701.79,0,0,0,18.73,0,0,0,18.8,0,0
"Montgomery, KS",20125,0,651.45,0,0,0,651.4,0,0,0,645.77,0,0,0,645.26,0,0,0,645.2,0,0,0,643.53,0,0,0,6.19,0,0,0,6.19,0,0
"Morris, KS",20127,0,702.9,0,0,0,702.84,0,0,0,692.73,0,0,0,697.44,0,0,0,697.38,0,0,0,695.28,0,0,0,5.46,0,0,0,5.46,0,0
"Morton, KS",20129,0,729.99,0,0,0,729.94,0,0,0,731.13,0,0,0,729.97,0,0,0,729.92,0,0,0,729.73,0,0,0,0.02,0,0,0,0.02,0,0
"Nemaha, KS",20131,0,719.43,0,0,0,719.4,0,0,0,718.59,0,0,0,719.07,0,0,0,717.99,0,0,0,717.43,0,0,0,0.36,0,0,0,1.41,0,0
"Neosho, KS",20133,0,578.09,0,0,0,578.02,0,0,0,576.12,0,0,0,571.92,0,0,0,571.75,0,0,0,571.47,0,0,0,6.17,0,0,0,6.27,0,0
"Ness, KS",20135,0,1075.07,0,0,0,1075,0,0,0,1074.47,0,0,0,1074.81,0,0,0,1074.75,0,0,0,1074.75,0,0,0,0.26,0,0,0,0.26,0,0
"Norton, KS",20137,0,881.42,0,0,0,881.39,0,0,0,872.79,0,0,0,877.87,0,0,0,877.84,0,0,0,878.13,0,0,0,3.55,0,0,0,3.55,0,0
"Osage, KS",20139,0,719.29,0,0,0,719.23,0,0,0,694.87,0,0,0,703.6,0,0,0,703.5,0,0,0,705.52,0,0,0,15.69,0,0,0,15.72,0,0
"Osborne, KS",20141,0,894.31,0,0,0,894.28,0,0,0,881.78,0,0,0,892.61,0,0,0,892.39,0,0,0,892.5,0,0,0,1.7,0,0,0,1.89,0,0
"Ottawa, KS",20143,0,721.94,0,0,0,721.9,0,0,0,720.74,0,0,0,721.18,0,0,0,721.11,0,0,0,720.73,0,0,0,0.76,0,0,0,0.79,0,0
"Pawnee, KS",20145,0,754.6,0,0,0,754.56,0,0,0,754.84,0,0,0,754.22,0,0,0,754.17,0,0,0,754.26,0,0,0,0.38,0,0,0,0.38,0,0
"Phillips, KS",20147,0,894.84,0,0,0,894.81,0,0,0,886.71,0,0,0,886.26,0,0,0,886.23,0,0,0,885.88,0,0,0,8.58,0,0,0,8.58,0,0
"Pottawatomie, KS",20149,0,862.12,0,0,0,862.07,0,0,0,827.71,0,0,0,844.29,0,0,0,844.24,0,0,0,841.02,0,0,0,17.83,0,0,0,17.83,0,0
"Pratt, KS",20151,0,735.79,0,0,0,735.76,0,0,0,735.17,0,0,0,735.03,0,0,0,734.99,0,0,0,735.05,0,0,0,0.76,0,0,0,0.76,0,0
"Rawlins, KS",20153,0,1069.79,0,0,0,1069.72,0,0,0,1069.36,0,0,0,1069.68,0,0,0,1069.62,0,0,0,1069.42,0,0,0,0.11,0,0,0,0.11,0,0
"Reno, KS",20155,0,1271.33,0,0,0,1271.25,0,0,0,1258.75,0,0,0,1254.51,0,0,0,1254.42,0,0,0,1255.35,0,0,0,16.82,0,0,0,16.84,0,0
"Republic, KS",20157,0,720.36,0,0,0,720.31,0,0,0,718.58,0,0,0,716.55,0,0,0,716.38,0,0,0,717.37,0,0,0,3.81,0,0,0,3.93,0,0
"Rice, KS",20159,0,728.33,0,0,0,728.3,0,0,0,728.06,0,0,0,726.61,0,0,0,726.58,0,0,0,726.24,0,0,0,1.72,0,0,0,1.72,0,0
"Riley, KS",20161,0,622.15,0,0,0,622.11,0,0,0,593.1,0,0,0,609.64,0,0,0,609.55,0,0,0,609.77,0,0,0,12.51,0,0,0,12.55,0,0
"Rooks, KS",20163,0,895.4,0,0,0,895.36,0,0,0,888.48,0,0,0,888.38,0,0,0,888.34,0,0,0,890.53,0,0,0,7.02,0,0,0,7.02,0,0
"Rush, KS",20165,0,718.45,0,0,0,718.42,0,0,0,717.99,0,0,0,718.24,0,0,0,718.21,0,0,0,717.76,0,0,0,0.21,0,0,0,0.21,0,0
"Russell, KS",20167,0,899.03,0,0,0,898.98,0,0,0,869.34,0,0,0,884.74,0,0,0,884.68,0,0,0,886.26,0,0,0,14.29,0,0,0,14.3,0,0
"Saline, KS",20169,0,721.32,0,0,0,721.28,0,0,0,721.23,0,0,0,719.65,0,0,0,719.61,0,0,0,720.23,0,0,0,1.67,0,0,0,1.67,0,0
"Scott, KS",20171,0,717.7,0,0,0,717.64,0,0,0,717.54,0,0,0,717.58,0,0,0,717.52,0,0,0,717.54,0,0,0,0.12,0,0,0,0.12,0,0
"Sedgwick, KS",20173,0,1009.48,0,0,0,1009.41,0,0,0,1007.24,0,0,0,1000.25,0,0,0,999.38,0,0,0,997.51,0,0,0,9.23,0,0,0,10.03,0,0
"Seward, KS",20175,0,640.55,0,0,0,640.51,0,0,0,640.09,0,0,0,639.56,0,0,0,639.52,0,0,0,639.5,0,0,0,0.99,0,0,0,0.99,0,0
"Shawnee, KS",20177,0,556.35,0,0,0,556.32,0,0,0,548.77,0,0,0,549.85,0,0,0,549.82,0,0,0,544.02,0,0,0,6.5,0,0,0,6.5,0,0
"Sheridan, KS",20179,0,896.66,0,0,0,896.61,0,0,0,896.13,0,0,0,896.41,0,0,0,896.36,0,0,0,895.96,0,0,0,0.25,0,0,0,0.25,0,0
